Community Area Name,Cases,Reported Cases,Year,Gender,STI Name
LOOP,CASES 2003 MALE 15-44,13,2003,MALE,GON
NEAR SOUTH SIDE,CASES 2003 MALE 15-44,29,2003,MALE,GON
ARMOUR SQUARE,CASES 2003 MALE 15-44,16,2003,MALE,GON
DOUGLAS,CASES 2003 MALE 15-44,60,2003,MALE,GON
OAKLAND,CASES 2003 MALE 15-44,16,2003,MALE,GON
FULLER PARK,CASES 2003 MALE 15-44,15,2003,MALE,GON
GRAND BOULEVARD,CASES 2003 MALE 15-44,106,2003,MALE,GON
KENWOOD,CASES 2003 MALE 15-44,49,2003,MALE,GON
WASHINGTON PARK,CASES 2003 MALE 15-44,60,2003,MALE,GON
HYDE PARK,CASES 2003 MALE 15-44,39,2003,MALE,GON
WOODLAWN,CASES 2003 MALE 15-44,144,2003,MALE,GON
SOUTH SHORE,CASES 2003 MALE 15-44,253,2003,MALE,GON
CHATHAM,CASES 2003 MALE 15-44,128,2003,MALE,GON
AVALON PARK,CASES 2003 MALE 15-44,29,2003,MALE,GON
SOUTH CHICAGO,CASES 2003 MALE 15-44,114,2003,MALE,GON
BURNSIDE,CASES 2003 MALE 15-44,17,2003,MALE,GON
CALUMET HEIGHTS,CASES 2003 MALE 15-44,42,2003,MALE,GON
ROSELAND,CASES 2003 MALE 15-44,220,2003,MALE,GON
PULLMAN,CASES 2003 MALE 15-44,24,2003,MALE,GON
SOUTH DEERING,CASES 2003 MALE 15-44,41,2003,MALE,GON
EAST SIDE,CASES 2003 MALE 15-44,0,2003,MALE,GON
WEST PULLMAN,CASES 2003 MALE 15-44,156,2003,MALE,GON
RIVERDALE,CASES 2003 MALE 15-44,43,2003,MALE,GON
HEGEWISCH,CASES 2003 MALE 15-44,0,2003,MALE,GON
GARFIELD RIDGE,CASES 2003 MALE 15-44,21,2003,MALE,GON
ARCHER HEIGHTS,CASES 2003 MALE 15-44,0,2003,MALE,GON
BRIGHTON PARK,CASES 2003 MALE 15-44,7,2003,MALE,GON
MCKINLEY PARK,CASES 2003 MALE 15-44,5,2003,MALE,GON
BRIDGEPORT,CASES 2003 MALE 15-44,7,2003,MALE,GON
NEW CITY,CASES 2003 MALE 15-44,108,2003,MALE,GON
WEST ELSDON,CASES 2003 MALE 15-44,0,2003,MALE,GON
GAGE PARK,CASES 2003 MALE 15-44,17,2003,MALE,GON
CLEARING,CASES 2003 MALE 15-44,5,2003,MALE,GON
WEST LAWN,CASES 2003 MALE 15-44,5,2003,MALE,GON
CHICAGO LAWN,CASES 2003 MALE 15-44,173,2003,MALE,GON
WEST ENGLEWOOD,CASES 2003 MALE 15-44,276,2003,MALE,GON
ENGLEWOOD,CASES 2003 MALE 15-44,266,2003,MALE,GON
GREATER GRAND CROSSING,CASES 2003 MALE 15-44,155,2003,MALE,GON
ASHBURN,CASES 2003 MALE 15-44,59,2003,MALE,GON
AUBURN GRESHAM,CASES 2003 MALE 15-44,223,2003,MALE,GON
BEVERLY,CASES 2003 MALE 15-44,20,2003,MALE,GON
WASHINGTON HEIGHTS,CASES 2003 MALE 15-44,118,2003,MALE,GON
MOUNT GREENWOOD,CASES 2003 MALE 15-44,0,2003,MALE,GON
MORGAN PARK,CASES 2003 MALE 15-44,63,2003,MALE,GON
O'HARE,CASES 2003 MALE 15-44,0,2003,MALE,GON
EDGEWATER,CASES 2003 MALE 15-44,78,2003,MALE,GON
ROGERS PARK,CASES 2003 MALE 15-44,64,2003,MALE,GON
WEST RIDGE,CASES 2003 MALE 15-44,14,2003,MALE,GON
UPTOWN,CASES 2003 MALE 15-44,107,2003,MALE,GON
LINCOLN SQUARE,CASES 2004 MALE 15-44,11,2004,MALE,GON
NORTH CENTER,CASES 2004 MALE 15-44,13,2004,MALE,GON
LAKE VIEW,CASES 2004 MALE 15-44,106,2004,MALE,GON
LINCOLN PARK,CASES 2004 MALE 15-44,26,2004,MALE,GON
NEAR NORTH SIDE,CASES 2004 MALE 15-44,67,2004,MALE,GON
EDISON PARK,CASES 2004 MALE 15-44,0,2004,MALE,GON
NORWOOD PARK,CASES 2004 MALE 15-44,0,2004,MALE,GON
JEFFERSON PARK,CASES 2004 MALE 15-44,0,2004,MALE,GON
FOREST GLEN,CASES 2004 MALE 15-44,0,2004,MALE,GON
NORTH PARK,CASES 2004 MALE 15-44,0,2004,MALE,GON
ALBANY PARK,CASES 2004 MALE 15-44,8,2004,MALE,GON
PORTAGE PARK,CASES 2004 MALE 15-44,6,2004,MALE,GON
IRVING PARK,CASES 2004 MALE 15-44,12,2004,MALE,GON
DUNNING,CASES 2004 MALE 15-44,0,2004,MALE,GON
MONTCLAIRE,CASES 2004 MALE 15-44,0,2004,MALE,GON
BELMONT CRAGIN,CASES 2004 MALE 15-44,20,2004,MALE,GON
HERMOSA,CASES 2004 MALE 15-44,15,2004,MALE,GON
AVONDALE,CASES 2004 MALE 15-44,7,2004,MALE,GON
LOGAN SQUARE,CASES 2004 MALE 15-44,39,2004,MALE,GON
HUMBOLDT PARK,CASES 2004 MALE 15-44,143,2004,MALE,GON
WEST TOWN,CASES 2004 MALE 15-44,68,2004,MALE,GON
AUSTIN,CASES 2004 MALE 15-44,379,2004,MALE,GON
WEST GARFIELD PARK,CASES 2004 MALE 15-44,93,2004,MALE,GON
EAST GARFIELD PARK,CASES 2004 MALE 15-44,84,2004,MALE,GON
NEAR WEST SIDE,CASES 2004 MALE 15-44,79,2004,MALE,GON
NORTH LAWNDALE,CASES 2004 MALE 15-44,147,2004,MALE,GON
SOUTH LAWNDALE,CASES 2004 MALE 15-44,27,2004,MALE,GON
LOWER WEST SIDE,CASES 2004 MALE 15-44,11,2004,MALE,GON
LOOP,CASES 2004 MALE 15-44,11,2004,MALE,GON
NEAR SOUTH SIDE,CASES 2004 MALE 15-44,22,2004,MALE,GON
ARMOUR SQUARE,CASES 2004 MALE 15-44,12,2004,MALE,GON
DOUGLAS,CASES 2004 MALE 15-44,58,2004,MALE,GON
OAKLAND,CASES 2004 MALE 15-44,14,2004,MALE,GON
FULLER PARK,CASES 2004 MALE 15-44,15,2004,MALE,GON
GRAND BOULEVARD,CASES 2004 MALE 15-44,70,2004,MALE,GON
KENWOOD,CASES 2004 MALE 15-44,48,2004,MALE,GON
WASHINGTON PARK,CASES 2004 MALE 15-44,53,2004,MALE,GON
HYDE PARK,CASES 2004 MALE 15-44,36,2004,MALE,GON
WOODLAWN,CASES 2004 MALE 15-44,76,2004,MALE,GON
SOUTH SHORE,CASES 2004 MALE 15-44,189,2004,MALE,GON
CHATHAM,CASES 2004 MALE 15-44,102,2004,MALE,GON
AVALON PARK,CASES 2004 MALE 15-44,29,2004,MALE,GON
SOUTH CHICAGO,CASES 2004 MALE 15-44,104,2004,MALE,GON
BURNSIDE,CASES 2004 MALE 15-44,21,2004,MALE,GON
CALUMET HEIGHTS,CASES 2004 MALE 15-44,41,2004,MALE,GON
ROSELAND,CASES 2004 MALE 15-44,212,2004,MALE,GON
PULLMAN,CASES 2004 MALE 15-44,28,2004,MALE,GON
SOUTH DEERING,CASES 2004 MALE 15-44,21,2004,MALE,GON
EAST SIDE,CASES 2004 MALE 15-44,0,2004,MALE,GON
WEST PULLMAN,CASES 2004 MALE 15-44,147,2004,MALE,GON
RIVERDALE,CASES 2004 MALE 15-44,48,2004,MALE,GON
HEGEWISCH,CASES 2004 MALE 15-44,0,2004,MALE,GON
GARFIELD RIDGE,CASES 2004 MALE 15-44,12,2004,MALE,GON
ARCHER HEIGHTS,CASES 2004 MALE 15-44,0,2004,MALE,GON
BRIGHTON PARK,CASES 2004 MALE 15-44,9,2004,MALE,GON
MCKINLEY PARK,CASES 2004 MALE 15-44,0,2004,MALE,GON
BRIDGEPORT,CASES 2004 MALE 15-44,0,2004,MALE,GON
NEW CITY,CASES 2004 MALE 15-44,102,2004,MALE,GON
WEST ELSDON,CASES 2004 MALE 15-44,0,2004,MALE,GON
GAGE PARK,CASES 2004 MALE 15-44,13,2004,MALE,GON
CLEARING,CASES 2004 MALE 15-44,0,2004,MALE,GON
WEST LAWN,CASES 2004 MALE 15-44,0,2004,MALE,GON
CHICAGO LAWN,CASES 2004 MALE 15-44,117,2004,MALE,GON
WEST ENGLEWOOD,CASES 2004 MALE 15-44,193,2004,MALE,GON
ENGLEWOOD,CASES 2004 MALE 15-44,187,2004,MALE,GON
GREATER GRAND CROSSING,CASES 2004 MALE 15-44,129,2004,MALE,GON
ASHBURN,CASES 2004 MALE 15-44,51,2004,MALE,GON
AUBURN GRESHAM,CASES 2004 MALE 15-44,197,2004,MALE,GON
BEVERLY,CASES 2004 MALE 15-44,15,2004,MALE,GON
WASHINGTON HEIGHTS,CASES 2004 MALE 15-44,90,2004,MALE,GON
MOUNT GREENWOOD,CASES 2004 MALE 15-44,0,2004,MALE,GON
MORGAN PARK,CASES 2004 MALE 15-44,45,2004,MALE,GON
O'HARE,CASES 2004 MALE 15-44,5,2004,MALE,GON
EDGEWATER,CASES 2004 MALE 15-44,68,2004,MALE,GON
ROGERS PARK,CASES 2004 MALE 15-44,63,2004,MALE,GON
WEST RIDGE,CASES 2004 MALE 15-44,20,2004,MALE,GON
UPTOWN,CASES 2004 MALE 15-44,76,2004,MALE,GON
LINCOLN SQUARE,CASES 2004 MALE 15-44,16,2004,MALE,GON
NORTH CENTER,CASES 2005 MALE 15-44,11,2005,MALE,GON
LAKE VIEW,CASES 2005 MALE 15-44,116,2005,MALE,GON
LINCOLN PARK,CASES 2005 MALE 15-44,16,2005,MALE,GON
NEAR NORTH SIDE,CASES 2005 MALE 15-44,60,2005,MALE,GON
EDISON PARK,CASES 2005 MALE 15-44,0,2005,MALE,GON
NORWOOD PARK,CASES 2005 MALE 15-44,0,2005,MALE,GON
JEFFERSON PARK,CASES 2005 MALE 15-44,0,2005,MALE,GON
FOREST GLEN,CASES 2005 MALE 15-44,0,2005,MALE,GON
NORTH PARK,CASES 2005 MALE 15-44,0,2005,MALE,GON
ALBANY PARK,CASES 2005 MALE 15-44,10,2005,MALE,GON
PORTAGE PARK,CASES 2005 MALE 15-44,6,2005,MALE,GON
IRVING PARK,CASES 2005 MALE 15-44,12,2005,MALE,GON
DUNNING,CASES 2005 MALE 15-44,0,2005,MALE,GON
MONTCLAIRE,CASES 2005 MALE 15-44,0,2005,MALE,GON
BELMONT CRAGIN,CASES 2005 MALE 15-44,23,2005,MALE,GON
HERMOSA,CASES 2005 MALE 15-44,11,2005,MALE,GON
AVONDALE,CASES 2005 MALE 15-44,10,2005,MALE,GON
LOGAN SQUARE,CASES 2005 MALE 15-44,41,2005,MALE,GON
HUMBOLDT PARK,CASES 2005 MALE 15-44,139,2005,MALE,GON
WEST TOWN,CASES 2005 MALE 15-44,51,2005,MALE,GON
AUSTIN,CASES 2005 MALE 15-44,405,2005,MALE,GON
WEST GARFIELD PARK,CASES 2005 MALE 15-44,107,2005,MALE,GON
EAST GARFIELD PARK,CASES 2005 MALE 15-44,96,2005,MALE,GON
NEAR WEST SIDE,CASES 2005 MALE 15-44,89,2005,MALE,GON
NORTH LAWNDALE,CASES 2005 MALE 15-44,156,2005,MALE,GON
SOUTH LAWNDALE,CASES 2005 MALE 15-44,20,2005,MALE,GON
LOWER WEST SIDE,CASES 2005 MALE 15-44,16,2005,MALE,GON
LOOP,CASES 2005 MALE 15-44,23,2005,MALE,GON
NEAR SOUTH SIDE,CASES 2005 MALE 15-44,19,2005,MALE,GON
ARMOUR SQUARE,CASES 2005 MALE 15-44,5,2005,MALE,GON
DOUGLAS,CASES 2005 MALE 15-44,48,2005,MALE,GON
OAKLAND,CASES 2005 MALE 15-44,17,2005,MALE,GON
FULLER PARK,CASES 2005 MALE 15-44,8,2005,MALE,GON
GRAND BOULEVARD,CASES 2005 MALE 15-44,48,2005,MALE,GON
KENWOOD,CASES 2005 MALE 15-44,32,2005,MALE,GON
WASHINGTON PARK,CASES 2005 MALE 15-44,48,2005,MALE,GON
HYDE PARK,CASES 2005 MALE 15-44,22,2005,MALE,GON
WOODLAWN,CASES 2005 MALE 15-44,87,2005,MALE,GON
SOUTH SHORE,CASES 2005 MALE 15-44,154,2005,MALE,GON
CHATHAM,CASES 2005 MALE 15-44,105,2005,MALE,GON
AVALON PARK,CASES 2005 MALE 15-44,22,2005,MALE,GON
SOUTH CHICAGO,CASES 2005 MALE 15-44,99,2005,MALE,GON
BURNSIDE,CASES 2005 MALE 15-44,14,2005,MALE,GON
CALUMET HEIGHTS,CASES 2005 MALE 15-44,34,2005,MALE,GON
ROSELAND,CASES 2005 MALE 15-44,162,2005,MALE,GON
PULLMAN,CASES 2005 MALE 15-44,26,2005,MALE,GON
SOUTH DEERING,CASES 2005 MALE 15-44,23,2005,MALE,GON
EAST SIDE,CASES 2005 MALE 15-44,0,2005,MALE,GON
WEST PULLMAN,CASES 2005 MALE 15-44,149,2005,MALE,GON
RIVERDALE,CASES 2005 MALE 15-44,24,2005,MALE,GON
HEGEWISCH,CASES 2005 MALE 15-44,0,2005,MALE,GON
GARFIELD RIDGE,CASES 2005 MALE 15-44,13,2005,MALE,GON
ARCHER HEIGHTS,CASES 2005 MALE 15-44,0,2005,MALE,GON
BRIGHTON PARK,CASES 2005 MALE 15-44,11,2005,MALE,GON
MCKINLEY PARK,CASES 2005 MALE 15-44,0,2005,MALE,GON
BRIDGEPORT,CASES 2005 MALE 15-44,0,2005,MALE,GON
NEW CITY,CASES 2005 MALE 15-44,79,2005,MALE,GON
WEST ELSDON,CASES 2005 MALE 15-44,0,2005,MALE,GON
GAGE PARK,CASES 2005 MALE 15-44,24,2005,MALE,GON
CLEARING,CASES 2005 MALE 15-44,0,2005,MALE,GON
WEST LAWN,CASES 2005 MALE 15-44,8,2005,MALE,GON
CHICAGO LAWN,CASES 2005 MALE 15-44,165,2005,MALE,GON
WEST ENGLEWOOD,CASES 2005 MALE 15-44,200,2005,MALE,GON
ENGLEWOOD,CASES 2005 MALE 15-44,193,2005,MALE,GON
GREATER GRAND CROSSING,CASES 2005 MALE 15-44,138,2005,MALE,GON
ASHBURN,CASES 2005 MALE 15-44,38,2005,MALE,GON
AUBURN GRESHAM,CASES 2005 MALE 15-44,205,2005,MALE,GON
BEVERLY,CASES 2005 MALE 15-44,11,2005,MALE,GON
WASHINGTON HEIGHTS,CASES 2005 MALE 15-44,87,2005,MALE,GON
MOUNT GREENWOOD,CASES 2005 MALE 15-44,0,2005,MALE,GON
MORGAN PARK,CASES 2005 MALE 15-44,44,2005,MALE,GON
O'HARE,CASES 2005 MALE 15-44,0,2005,MALE,GON
EDGEWATER,CASES 2005 MALE 15-44,68,2005,MALE,GON
ROGERS PARK,CASES 2005 MALE 15-44,58,2005,MALE,GON
WEST RIDGE,CASES 2005 MALE 15-44,23,2005,MALE,GON
UPTOWN,CASES 2005 MALE 15-44,90,2005,MALE,GON
LINCOLN SQUARE,CASES 2005 MALE 15-44,13,2005,MALE,GON
NORTH CENTER,CASES 2005 MALE 15-44,11,2005,MALE,GON
LAKE VIEW,CASES 2006 MALE 15-44,118,2006,MALE,GON
LINCOLN PARK,CASES 2006 MALE 15-44,10,2006,MALE,GON
NEAR NORTH SIDE,CASES 2006 MALE 15-44,46,2006,MALE,GON
EDISON PARK,CASES 2006 MALE 15-44,0,2006,MALE,GON
NORWOOD PARK,CASES 2006 MALE 15-44,0,2006,MALE,GON
JEFFERSON PARK,CASES 2006 MALE 15-44,5,2006,MALE,GON
FOREST GLEN,CASES 2006 MALE 15-44,0,2006,MALE,GON
NORTH PARK,CASES 2006 MALE 15-44,0,2006,MALE,GON
ALBANY PARK,CASES 2006 MALE 15-44,10,2006,MALE,GON
PORTAGE PARK,CASES 2006 MALE 15-44,6,2006,MALE,GON
IRVING PARK,CASES 2006 MALE 15-44,16,2006,MALE,GON
DUNNING,CASES 2006 MALE 15-44,0,2006,MALE,GON
MONTCLAIRE,CASES 2006 MALE 15-44,0,2006,MALE,GON
BELMONT CRAGIN,CASES 2006 MALE 15-44,18,2006,MALE,GON
HERMOSA,CASES 2006 MALE 15-44,5,2006,MALE,GON
AVONDALE,CASES 2006 MALE 15-44,15,2006,MALE,GON
LOGAN SQUARE,CASES 2006 MALE 15-44,43,2006,MALE,GON
HUMBOLDT PARK,CASES 2006 MALE 15-44,116,2006,MALE,GON
WEST TOWN,CASES 2006 MALE 15-44,43,2006,MALE,GON
AUSTIN,CASES 2006 MALE 15-44,378,2006,MALE,GON
WEST GARFIELD PARK,CASES 2006 MALE 15-44,88,2006,MALE,GON
EAST GARFIELD PARK,CASES 2006 MALE 15-44,101,2006,MALE,GON
NEAR WEST SIDE,CASES 2006 MALE 15-44,66,2006,MALE,GON
NORTH LAWNDALE,CASES 2006 MALE 15-44,151,2006,MALE,GON
SOUTH LAWNDALE,CASES 2006 MALE 15-44,25,2006,MALE,GON
LOWER WEST SIDE,CASES 2006 MALE 15-44,14,2006,MALE,GON
LOOP,CASES 2006 MALE 15-44,20,2006,MALE,GON
NEAR SOUTH SIDE,CASES 2006 MALE 15-44,14,2006,MALE,GON
ARMOUR SQUARE,CASES 2006 MALE 15-44,7,2006,MALE,GON
DOUGLAS,CASES 2006 MALE 15-44,43,2006,MALE,GON
OAKLAND,CASES 2006 MALE 15-44,16,2006,MALE,GON
FULLER PARK,CASES 2006 MALE 15-44,10,2006,MALE,GON
GRAND BOULEVARD,CASES 2006 MALE 15-44,63,2006,MALE,GON
KENWOOD,CASES 2006 MALE 15-44,40,2006,MALE,GON
WASHINGTON PARK,CASES 2006 MALE 15-44,64,2006,MALE,GON
HYDE PARK,CASES 2006 MALE 15-44,27,2006,MALE,GON
WOODLAWN,CASES 2006 MALE 15-44,93,2006,MALE,GON
SOUTH SHORE,CASES 2006 MALE 15-44,200,2006,MALE,GON
CHATHAM,CASES 2006 MALE 15-44,104,2006,MALE,GON
AVALON PARK,CASES 2006 MALE 15-44,22,2006,MALE,GON
SOUTH CHICAGO,CASES 2006 MALE 15-44,94,2006,MALE,GON
BURNSIDE,CASES 2006 MALE 15-44,10,2006,MALE,GON
CALUMET HEIGHTS,CASES 2006 MALE 15-44,38,2006,MALE,GON
ROSELAND,CASES 2006 MALE 15-44,190,2006,MALE,GON
PULLMAN,CASES 2006 MALE 15-44,19,2006,MALE,GON
SOUTH DEERING,CASES 2006 MALE 15-44,35,2006,MALE,GON
EAST SIDE,CASES 2006 MALE 15-44,8,2006,MALE,GON
WEST PULLMAN,CASES 2006 MALE 15-44,150,2006,MALE,GON
RIVERDALE,CASES 2006 MALE 15-44,25,2006,MALE,GON
HEGEWISCH,CASES 2006 MALE 15-44,0,2006,MALE,GON
GARFIELD RIDGE,CASES 2006 MALE 15-44,13,2006,MALE,GON
ARCHER HEIGHTS,CASES 2006 MALE 15-44,0,2006,MALE,GON
BRIGHTON PARK,CASES 2006 MALE 15-44,5,2006,MALE,GON
MCKINLEY PARK,CASES 2006 MALE 15-44,0,2006,MALE,GON
BRIDGEPORT,CASES 2006 MALE 15-44,0,2006,MALE,GON
NEW CITY,CASES 2006 MALE 15-44,104,2006,MALE,GON
WEST ELSDON,CASES 2006 MALE 15-44,0,2006,MALE,GON
GAGE PARK,CASES 2006 MALE 15-44,20,2006,MALE,GON
CLEARING,CASES 2006 MALE 15-44,0,2006,MALE,GON
WEST LAWN,CASES 2006 MALE 15-44,6,2006,MALE,GON
CHICAGO LAWN,CASES 2006 MALE 15-44,172,2006,MALE,GON
WEST ENGLEWOOD,CASES 2006 MALE 15-44,218,2006,MALE,GON
ENGLEWOOD,CASES 2006 MALE 15-44,181,2006,MALE,GON
GREATER GRAND CROSSING,CASES 2006 MALE 15-44,152,2006,MALE,GON
ASHBURN,CASES 2006 MALE 15-44,56,2006,MALE,GON
AUBURN GRESHAM,CASES 2006 MALE 15-44,197,2006,MALE,GON
BEVERLY,CASES 2006 MALE 15-44,17,2006,MALE,GON
WASHINGTON HEIGHTS,CASES 2006 MALE 15-44,94,2006,MALE,GON
MOUNT GREENWOOD,CASES 2006 MALE 15-44,0,2006,MALE,GON
MORGAN PARK,CASES 2006 MALE 15-44,51,2006,MALE,GON
O'HARE,CASES 2006 MALE 15-44,0,2006,MALE,GON
EDGEWATER,CASES 2006 MALE 15-44,80,2006,MALE,GON
ROGERS PARK,CASES 2006 MALE 15-44,62,2006,MALE,GON
WEST RIDGE,CASES 2006 MALE 15-44,26,2006,MALE,GON
UPTOWN,CASES 2006 MALE 15-44,82,2006,MALE,GON
LINCOLN SQUARE,CASES 2006 MALE 15-44,15,2006,MALE,GON
NORTH CENTER,CASES 2006 MALE 15-44,0,2006,MALE,GON
LAKE VIEW,CASES 2006 MALE 15-44,113,2006,MALE,GON
LINCOLN PARK,CASES 2007 MALE 15-44,14,2007,MALE,GON
NEAR NORTH SIDE,CASES 2007 MALE 15-44,38,2007,MALE,GON
EDISON PARK,CASES 2007 MALE 15-44,0,2007,MALE,GON
NORWOOD PARK,CASES 2007 MALE 15-44,0,2007,MALE,GON
JEFFERSON PARK,CASES 2007 MALE 15-44,0,2007,MALE,GON
FOREST GLEN,CASES 2007 MALE 15-44,0,2007,MALE,GON
NORTH PARK,CASES 2007 MALE 15-44,5,2007,MALE,GON
ALBANY PARK,CASES 2007 MALE 15-44,17,2007,MALE,GON
PORTAGE PARK,CASES 2007 MALE 15-44,9,2007,MALE,GON
IRVING PARK,CASES 2007 MALE 15-44,15,2007,MALE,GON
DUNNING,CASES 2007 MALE 15-44,0,2007,MALE,GON
MONTCLAIRE,CASES 2007 MALE 15-44,0,2007,MALE,GON
BELMONT CRAGIN,CASES 2007 MALE 15-44,12,2007,MALE,GON
HERMOSA,CASES 2007 MALE 15-44,8,2007,MALE,GON
AVONDALE,CASES 2007 MALE 15-44,9,2007,MALE,GON
LOGAN SQUARE,CASES 2007 MALE 15-44,36,2007,MALE,GON
HUMBOLDT PARK,CASES 2007 MALE 15-44,145,2007,MALE,GON
WEST TOWN,CASES 2007 MALE 15-44,59,2007,MALE,GON
AUSTIN,CASES 2007 MALE 15-44,369,2007,MALE,GON
WEST GARFIELD PARK,CASES 2007 MALE 15-44,73,2007,MALE,GON
EAST GARFIELD PARK,CASES 2007 MALE 15-44,72,2007,MALE,GON
NEAR WEST SIDE,CASES 2007 MALE 15-44,70,2007,MALE,GON
NORTH LAWNDALE,CASES 2007 MALE 15-44,127,2007,MALE,GON
SOUTH LAWNDALE,CASES 2007 MALE 15-44,24,2007,MALE,GON
LOWER WEST SIDE,CASES 2007 MALE 15-44,7,2007,MALE,GON
LOOP,CASES 2007 MALE 15-44,15,2007,MALE,GON
NEAR SOUTH SIDE,CASES 2007 MALE 15-44,13,2007,MALE,GON
ARMOUR SQUARE,CASES 2007 MALE 15-44,5,2007,MALE,GON
DOUGLAS,CASES 2007 MALE 15-44,44,2007,MALE,GON
OAKLAND,CASES 2007 MALE 15-44,22,2007,MALE,GON
FULLER PARK,CASES 2007 MALE 15-44,12,2007,MALE,GON
GRAND BOULEVARD,CASES 2007 MALE 15-44,78,2007,MALE,GON
KENWOOD,CASES 2007 MALE 15-44,39,2007,MALE,GON
WASHINGTON PARK,CASES 2007 MALE 15-44,45,2007,MALE,GON
HYDE PARK,CASES 2007 MALE 15-44,17,2007,MALE,GON
WOODLAWN,CASES 2007 MALE 15-44,93,2007,MALE,GON
SOUTH SHORE,CASES 2007 MALE 15-44,168,2007,MALE,GON
CHATHAM,CASES 2007 MALE 15-44,105,2007,MALE,GON
AVALON PARK,CASES 2007 MALE 15-44,31,2007,MALE,GON
SOUTH CHICAGO,CASES 2007 MALE 15-44,83,2007,MALE,GON
BURNSIDE,CASES 2007 MALE 15-44,11,2007,MALE,GON
CALUMET HEIGHTS,CASES 2007 MALE 15-44,25,2007,MALE,GON
ROSELAND,CASES 2007 MALE 15-44,214,2007,MALE,GON
PULLMAN,CASES 2007 MALE 15-44,21,2007,MALE,GON
SOUTH DEERING,CASES 2007 MALE 15-44,45,2007,MALE,GON
EAST SIDE,CASES 2007 MALE 15-44,0,2007,MALE,GON
WEST PULLMAN,CASES 2007 MALE 15-44,162,2007,MALE,GON
RIVERDALE,CASES 2007 MALE 15-44,19,2007,MALE,GON
HEGEWISCH,CASES 2007 MALE 15-44,0,2007,MALE,GON
GARFIELD RIDGE,CASES 2007 MALE 15-44,16,2007,MALE,GON
ARCHER HEIGHTS,CASES 2007 MALE 15-44,0,2007,MALE,GON
BRIGHTON PARK,CASES 2007 MALE 15-44,7,2007,MALE,GON
MCKINLEY PARK,CASES 2007 MALE 15-44,0,2007,MALE,GON
BRIDGEPORT,CASES 2007 MALE 15-44,9,2007,MALE,GON
NEW CITY,CASES 2007 MALE 15-44,69,2007,MALE,GON
WEST ELSDON,CASES 2007 MALE 15-44,0,2007,MALE,GON
GAGE PARK,CASES 2007 MALE 15-44,19,2007,MALE,GON
CLEARING,CASES 2007 MALE 15-44,0,2007,MALE,GON
WEST LAWN,CASES 2007 MALE 15-44,9,2007,MALE,GON
CHICAGO LAWN,CASES 2007 MALE 15-44,177,2007,MALE,GON
WEST ENGLEWOOD,CASES 2007 MALE 15-44,191,2007,MALE,GON
ENGLEWOOD,CASES 2007 MALE 15-44,191,2007,MALE,GON
GREATER GRAND CROSSING,CASES 2007 MALE 15-44,136,2007,MALE,GON
ASHBURN,CASES 2007 MALE 15-44,64,2007,MALE,GON
AUBURN GRESHAM,CASES 2007 MALE 15-44,210,2007,MALE,GON
BEVERLY,CASES 2007 MALE 15-44,8,2007,MALE,GON
WASHINGTON HEIGHTS,CASES 2007 MALE 15-44,107,2007,MALE,GON
MOUNT GREENWOOD,CASES 2007 MALE 15-44,0,2007,MALE,GON
MORGAN PARK,CASES 2007 MALE 15-44,48,2007,MALE,GON
O'HARE,CASES 2007 MALE 15-44,0,2007,MALE,GON
EDGEWATER,CASES 2007 MALE 15-44,63,2007,MALE,GON
ROGERS PARK,CASES 2007 MALE 15-44,74,2007,MALE,GON
WEST RIDGE,CASES 2007 MALE 15-44,16,2007,MALE,GON
UPTOWN,CASES 2007 MALE 15-44,52,2007,MALE,GON
LINCOLN SQUARE,CASES 2007 MALE 15-44,17,2007,MALE,GON
NORTH CENTER,CASES 2007 MALE 15-44,7,2007,MALE,GON
LAKE VIEW,CASES 2007 MALE 15-44,88,2007,MALE,GON
LINCOLN PARK,CASES 2007 MALE 15-44,22,2007,MALE,GON
NEAR NORTH SIDE,CASES 2008 MALE 15-44,44,2008,MALE,GON
EDISON PARK,CASES 2008 MALE 15-44,0,2008,MALE,GON
NORWOOD PARK,CASES 2008 MALE 15-44,0,2008,MALE,GON
JEFFERSON PARK,CASES 2008 MALE 15-44,0,2008,MALE,GON
FOREST GLEN,CASES 2008 MALE 15-44,0,2008,MALE,GON
NORTH PARK,CASES 2008 MALE 15-44,0,2008,MALE,GON
ALBANY PARK,CASES 2008 MALE 15-44,14,2008,MALE,GON
PORTAGE PARK,CASES 2008 MALE 15-44,9,2008,MALE,GON
IRVING PARK,CASES 2008 MALE 15-44,11,2008,MALE,GON
DUNNING,CASES 2008 MALE 15-44,0,2008,MALE,GON
MONTCLAIRE,CASES 2008 MALE 15-44,0,2008,MALE,GON
BELMONT CRAGIN,CASES 2008 MALE 15-44,19,2008,MALE,GON
HERMOSA,CASES 2008 MALE 15-44,8,2008,MALE,GON
AVONDALE,CASES 2008 MALE 15-44,6,2008,MALE,GON
LOGAN SQUARE,CASES 2008 MALE 15-44,27,2008,MALE,GON
HUMBOLDT PARK,CASES 2008 MALE 15-44,107,2008,MALE,GON
WEST TOWN,CASES 2008 MALE 15-44,45,2008,MALE,GON
AUSTIN,CASES 2008 MALE 15-44,340,2008,MALE,GON
WEST GARFIELD PARK,CASES 2008 MALE 15-44,90,2008,MALE,GON
EAST GARFIELD PARK,CASES 2008 MALE 15-44,99,2008,MALE,GON
