Community Area Name,Cases,Reported Cases,Year,Gender,STI Name
BRIDGEPORT,CASES 2012 FEMALE 15-44,77,2012,FEMALE,CHL
NEW CITY,CASES 2012 FEMALE 15-44,365,2012,FEMALE,CHL
WEST ELSDON,CASES 2012 FEMALE 15-44,59,2012,FEMALE,CHL
GAGE PARK,CASES 2012 FEMALE 15-44,211,2012,FEMALE,CHL
CLEARING,CASES 2012 FEMALE 15-44,49,2012,FEMALE,CHL
WEST LAWN,CASES 2012 FEMALE 15-44,113,2012,FEMALE,CHL
CHICAGO LAWN,CASES 2012 FEMALE 15-44,645,2012,FEMALE,CHL
WEST ENGLEWOOD,CASES 2012 FEMALE 15-44,703,2012,FEMALE,CHL
ENGLEWOOD,CASES 2012 FEMALE 15-44,614,2012,FEMALE,CHL
GREATER GRAND CROSSING,CASES 2012 FEMALE 15-44,546,2012,FEMALE,CHL
ASHBURN,CASES 2012 FEMALE 15-44,220,2012,FEMALE,CHL
AUBURN GRESHAM,CASES 2012 FEMALE 15-44,666,2012,FEMALE,CHL
BEVERLY,CASES 2012 FEMALE 15-44,53,2012,FEMALE,CHL
WASHINGTON HEIGHTS,CASES 2012 FEMALE 15-44,304,2012,FEMALE,CHL
MOUNT GREENWOOD,CASES 2012 FEMALE 15-44,24,2012,FEMALE,CHL
MORGAN PARK,CASES 2012 FEMALE 15-44,160,2012,FEMALE,CHL
O'HARE,CASES 2012 FEMALE 15-44,19,2012,FEMALE,CHL
EDGEWATER,CASES 2012 FEMALE 15-44,101,2012,FEMALE,CHL
ROGERS PARK,CASES 2013 FEMALE 15-44,203,2013,FEMALE,CHL
WEST RIDGE,CASES 2013 FEMALE 15-44,164,2013,FEMALE,CHL
UPTOWN,CASES 2013 FEMALE 15-44,135,2013,FEMALE,CHL
LINCOLN SQUARE,CASES 2013 FEMALE 15-44,66,2013,FEMALE,CHL
NORTH CENTER,CASES 2013 FEMALE 15-44,36,2013,FEMALE,CHL
LAKE VIEW,CASES 2013 FEMALE 15-44,192,2013,FEMALE,CHL
LINCOLN PARK,CASES 2013 FEMALE 15-44,111,2013,FEMALE,CHL
NEAR NORTH SIDE,CASES 2013 FEMALE 15-44,215,2013,FEMALE,CHL
EDISON PARK,CASES 2013 FEMALE 15-44,5,2013,FEMALE,CHL
NORWOOD PARK,CASES 2013 FEMALE 15-44,31,2013,FEMALE,CHL
JEFFERSON PARK,CASES 2013 FEMALE 15-44,32,2013,FEMALE,CHL
FOREST GLEN,CASES 2013 FEMALE 15-44,20,2013,FEMALE,CHL
NORTH PARK,CASES 2013 FEMALE 15-44,30,2013,FEMALE,CHL
NEAR WEST SIDE,CASES 2013 FEMALE 15-44,418,2013,FEMALE,CHL
ALBANY PARK,CASES 2013 FEMALE 15-44,145,2013,FEMALE,CHL
PORTAGE PARK,CASES 2013 FEMALE 15-44,158,2013,FEMALE,CHL
IRVING PARK,CASES 2013 FEMALE 15-44,122,2013,FEMALE,CHL
DUNNING,CASES 2013 FEMALE 15-44,53,2013,FEMALE,CHL
MONTCLAIRE,CASES 2013 FEMALE 15-44,34,2013,FEMALE,CHL
BELMONT CRAGIN,CASES 2013 FEMALE 15-44,307,2013,FEMALE,CHL
HERMOSA,CASES 2013 FEMALE 15-44,103,2013,FEMALE,CHL
AVONDALE,CASES 2013 FEMALE 15-44,121,2013,FEMALE,CHL
LOGAN SQUARE,CASES 2013 FEMALE 15-44,225,2013,FEMALE,CHL
HUMBOLDT PARK,CASES 2013 FEMALE 15-44,547,2013,FEMALE,CHL
WEST TOWN,CASES 2013 FEMALE 15-44,306,2013,FEMALE,CHL
AUSTIN,CASES 2013 FEMALE 15-44,1441,2013,FEMALE,CHL
WEST GARFIELD PARK,CASES 2013 FEMALE 15-44,377,2013,FEMALE,CHL
EAST GARFIELD PARK,CASES 2013 FEMALE 15-44,388,2013,FEMALE,CHL
NORTH LAWNDALE,CASES 2013 FEMALE 15-44,724,2013,FEMALE,CHL
SOUTH LAWNDALE,CASES 2013 FEMALE 15-44,404,2013,FEMALE,CHL
LOWER WEST SIDE,CASES 2013 FEMALE 15-44,138,2013,FEMALE,CHL
LOOP,CASES 2013 FEMALE 15-44,62,2013,FEMALE,CHL
NEAR SOUTH SIDE,CASES 2013 FEMALE 15-44,49,2013,FEMALE,CHL
ARMOUR SQUARE,CASES 2013 FEMALE 15-44,50,2013,FEMALE,CHL
DOUGLAS,CASES 2013 FEMALE 15-44,141,2013,FEMALE,CHL
OAKLAND,CASES 2013 FEMALE 15-44,80,2013,FEMALE,CHL
FULLER PARK,CASES 2013 FEMALE 15-44,47,2013,FEMALE,CHL
GRAND BOULEVARD,CASES 2013 FEMALE 15-44,301,2013,FEMALE,CHL
KENWOOD,CASES 2013 FEMALE 15-44,116,2013,FEMALE,CHL
WASHINGTON PARK,CASES 2013 FEMALE 15-44,218,2013,FEMALE,CHL
HYDE PARK,CASES 2013 FEMALE 15-44,63,2013,FEMALE,CHL
WOODLAWN,CASES 2013 FEMALE 15-44,301,2013,FEMALE,CHL
SOUTH SHORE,CASES 2013 FEMALE 15-44,557,2013,FEMALE,CHL
CHATHAM,CASES 2013 FEMALE 15-44,320,2013,FEMALE,CHL
AVALON PARK,CASES 2013 FEMALE 15-44,87,2013,FEMALE,CHL
SOUTH CHICAGO,CASES 2013 FEMALE 15-44,319,2013,FEMALE,CHL
BURNSIDE,CASES 2013 FEMALE 15-44,21,2013,FEMALE,CHL
CALUMET HEIGHTS,CASES 2013 FEMALE 15-44,119,2013,FEMALE,CHL
ROSELAND,CASES 2013 FEMALE 15-44,477,2013,FEMALE,CHL
PULLMAN,CASES 2013 FEMALE 15-44,51,2013,FEMALE,CHL
SOUTH DEERING,CASES 2013 FEMALE 15-44,128,2013,FEMALE,CHL
EAST SIDE,CASES 2013 FEMALE 15-44,83,2013,FEMALE,CHL
WEST PULLMAN,CASES 2013 FEMALE 15-44,292,2013,FEMALE,CHL
RIVERDALE,CASES 2013 FEMALE 15-44,122,2013,FEMALE,CHL
HEGEWISCH,CASES 2013 FEMALE 15-44,25,2013,FEMALE,CHL
GARFIELD RIDGE,CASES 2013 FEMALE 15-44,71,2013,FEMALE,CHL
ARCHER HEIGHTS,CASES 2013 FEMALE 15-44,47,2013,FEMALE,CHL
BRIGHTON PARK,CASES 2013 FEMALE 15-44,174,2013,FEMALE,CHL
MCKINLEY PARK,CASES 2013 FEMALE 15-44,54,2013,FEMALE,CHL
BRIDGEPORT,CASES 2013 FEMALE 15-44,77,2013,FEMALE,CHL
NEW CITY,CASES 2013 FEMALE 15-44,359,2013,FEMALE,CHL
WEST ELSDON,CASES 2013 FEMALE 15-44,70,2013,FEMALE,CHL
GAGE PARK,CASES 2013 FEMALE 15-44,203,2013,FEMALE,CHL
CLEARING,CASES 2013 FEMALE 15-44,48,2013,FEMALE,CHL
WEST LAWN,CASES 2013 FEMALE 15-44,106,2013,FEMALE,CHL
CHICAGO LAWN,CASES 2013 FEMALE 15-44,519,2013,FEMALE,CHL
WEST ENGLEWOOD,CASES 2013 FEMALE 15-44,596,2013,FEMALE,CHL
ENGLEWOOD,CASES 2013 FEMALE 15-44,542,2013,FEMALE,CHL
GREATER GRAND CROSSING,CASES 2013 FEMALE 15-44,471,2013,FEMALE,CHL
ASHBURN,CASES 2013 FEMALE 15-44,200,2013,FEMALE,CHL
AUBURN GRESHAM,CASES 2013 FEMALE 15-44,581,2013,FEMALE,CHL
BEVERLY,CASES 2013 FEMALE 15-44,38,2013,FEMALE,CHL
WASHINGTON HEIGHTS,CASES 2013 FEMALE 15-44,284,2013,FEMALE,CHL
MOUNT GREENWOOD,CASES 2013 FEMALE 15-44,18,2013,FEMALE,CHL
MORGAN PARK,CASES 2013 FEMALE 15-44,156,2013,FEMALE,CHL
O'HARE,CASES 2013 FEMALE 15-44,12,2013,FEMALE,CHL
EDGEWATER,CASES 2013 FEMALE 15-44,99,2013,FEMALE,CHL
ROGERS PARK,CASES 2014 FEMALE 15-44,234,2014,FEMALE,CHL
WEST RIDGE,CASES 2014 FEMALE 15-44,159,2014,FEMALE,CHL
UPTOWN,CASES 2014 FEMALE 15-44,177,2014,FEMALE,CHL
LINCOLN SQUARE,CASES 2014 FEMALE 15-44,72,2014,FEMALE,CHL
NORTH CENTER,CASES 2014 FEMALE 15-44,39,2014,FEMALE,CHL
LAKE VIEW,CASES 2014 FEMALE 15-44,218,2014,FEMALE,CHL
LINCOLN PARK,CASES 2014 FEMALE 15-44,150,2014,FEMALE,CHL
NEAR NORTH SIDE,CASES 2014 FEMALE 15-44,204,2014,FEMALE,CHL
EDISON PARK,CASES 2014 FEMALE 15-44,13,2014,FEMALE,CHL
NORWOOD PARK,CASES 2014 FEMALE 15-44,28,2014,FEMALE,CHL
JEFFERSON PARK,CASES 2014 FEMALE 15-44,44,2014,FEMALE,CHL
FOREST GLEN,CASES 2014 FEMALE 15-44,13,2014,FEMALE,CHL
NORTH PARK,CASES 2014 FEMALE 15-44,19,2014,FEMALE,CHL
NEAR WEST SIDE,CASES 2014 FEMALE 15-44,397,2014,FEMALE,CHL
ALBANY PARK,CASES 2014 FEMALE 15-44,149,2014,FEMALE,CHL
PORTAGE PARK,CASES 2014 FEMALE 15-44,162,2014,FEMALE,CHL
IRVING PARK,CASES 2014 FEMALE 15-44,142,2014,FEMALE,CHL
DUNNING,CASES 2014 FEMALE 15-44,54,2014,FEMALE,CHL
MONTCLAIRE,CASES 2014 FEMALE 15-44,53,2014,FEMALE,CHL
BELMONT CRAGIN,CASES 2014 FEMALE 15-44,344,2014,FEMALE,CHL
HERMOSA,CASES 2014 FEMALE 15-44,137,2014,FEMALE,CHL
AVONDALE,CASES 2014 FEMALE 15-44,136,2014,FEMALE,CHL
LOGAN SQUARE,CASES 2014 FEMALE 15-44,261,2014,FEMALE,CHL
HUMBOLDT PARK,CASES 2014 FEMALE 15-44,633,2014,FEMALE,CHL
WEST TOWN,CASES 2014 FEMALE 15-44,291,2014,FEMALE,CHL
AUSTIN,CASES 2014 FEMALE 15-44,1298,2014,FEMALE,CHL
WEST GARFIELD PARK,CASES 2014 FEMALE 15-44,359,2014,FEMALE,CHL
EAST GARFIELD PARK,CASES 2014 FEMALE 15-44,317,2014,FEMALE,CHL
NORTH LAWNDALE,CASES 2014 FEMALE 15-44,736,2014,FEMALE,CHL
SOUTH LAWNDALE,CASES 2014 FEMALE 15-44,406,2014,FEMALE,CHL
LOWER WEST SIDE,CASES 2014 FEMALE 15-44,165,2014,FEMALE,CHL
LOOP,CASES 2014 FEMALE 15-44,76,2014,FEMALE,CHL
NEAR SOUTH SIDE,CASES 2014 FEMALE 15-44,49,2014,FEMALE,CHL
ARMOUR SQUARE,CASES 2014 FEMALE 15-44,61,2014,FEMALE,CHL
DOUGLAS,CASES 2014 FEMALE 15-44,175,2014,FEMALE,CHL
OAKLAND,CASES 2014 FEMALE 15-44,90,2014,FEMALE,CHL
FULLER PARK,CASES 2014 FEMALE 15-44,32,2014,FEMALE,CHL
GRAND BOULEVARD,CASES 2014 FEMALE 15-44,266,2014,FEMALE,CHL
KENWOOD,CASES 2014 FEMALE 15-44,118,2014,FEMALE,CHL
WASHINGTON PARK,CASES 2014 FEMALE 15-44,229,2014,FEMALE,CHL
HYDE PARK,CASES 2014 FEMALE 15-44,57,2014,FEMALE,CHL
WOODLAWN,CASES 2014 FEMALE 15-44,255,2014,FEMALE,CHL
SOUTH SHORE,CASES 2014 FEMALE 15-44,650,2014,FEMALE,CHL
CHATHAM,CASES 2014 FEMALE 15-44,303,2014,FEMALE,CHL
AVALON PARK,CASES 2014 FEMALE 15-44,84,2014,FEMALE,CHL
SOUTH CHICAGO,CASES 2014 FEMALE 15-44,304,2014,FEMALE,CHL
BURNSIDE,CASES 2014 FEMALE 15-44,29,2014,FEMALE,CHL
CALUMET HEIGHTS,CASES 2014 FEMALE 15-44,74,2014,FEMALE,CHL
ROSELAND,CASES 2014 FEMALE 15-44,447,2014,FEMALE,CHL
PULLMAN,CASES 2014 FEMALE 15-44,68,2014,FEMALE,CHL
SOUTH DEERING,CASES 2014 FEMALE 15-44,129,2014,FEMALE,CHL
EAST SIDE,CASES 2014 FEMALE 15-44,74,2014,FEMALE,CHL
WEST PULLMAN,CASES 2014 FEMALE 15-44,356,2014,FEMALE,CHL
RIVERDALE,CASES 2014 FEMALE 15-44,112,2014,FEMALE,CHL
HEGEWISCH,CASES 2014 FEMALE 15-44,25,2014,FEMALE,CHL
GARFIELD RIDGE,CASES 2014 FEMALE 15-44,101,2014,FEMALE,CHL
ARCHER HEIGHTS,CASES 2014 FEMALE 15-44,64,2014,FEMALE,CHL
BRIGHTON PARK,CASES 2014 FEMALE 15-44,203,2014,FEMALE,CHL
MCKINLEY PARK,CASES 2014 FEMALE 15-44,65,2014,FEMALE,CHL
BRIDGEPORT,CASES 2014 FEMALE 15-44,77,2014,FEMALE,CHL
NEW CITY,CASES 2014 FEMALE 15-44,392,2014,FEMALE,CHL
WEST ELSDON,CASES 2014 FEMALE 15-44,63,2014,FEMALE,CHL
GAGE PARK,CASES 2014 FEMALE 15-44,217,2014,FEMALE,CHL
CLEARING,CASES 2014 FEMALE 15-44,49,2014,FEMALE,CHL
WEST LAWN,CASES 2014 FEMALE 15-44,134,2014,FEMALE,CHL
CHICAGO LAWN,CASES 2014 FEMALE 15-44,593,2014,FEMALE,CHL
WEST ENGLEWOOD,CASES 2014 FEMALE 15-44,592,2014,FEMALE,CHL
ENGLEWOOD,CASES 2014 FEMALE 15-44,502,2014,FEMALE,CHL
GREATER GRAND CROSSING,CASES 2014 FEMALE 15-44,516,2014,FEMALE,CHL
ASHBURN,CASES 2014 FEMALE 15-44,179,2014,FEMALE,CHL
AUBURN GRESHAM,CASES 2014 FEMALE 15-44,608,2014,FEMALE,CHL
BEVERLY,CASES 2014 FEMALE 15-44,42,2014,FEMALE,CHL
WASHINGTON HEIGHTS,CASES 2014 FEMALE 15-44,271,2014,FEMALE,CHL
MOUNT GREENWOOD,CASES 2014 FEMALE 15-44,32,2014,FEMALE,CHL
MORGAN PARK,CASES 2014 FEMALE 15-44,138,2014,FEMALE,CHL
O'HARE,CASES 2014 FEMALE 15-44,18,2014,FEMALE,CHL
EDGEWATER,CASES 2014 FEMALE 15-44,90,2014,FEMALE,CHL
ROGERS PARK,CASES 2001 MALE 15-44,112,2001,MALE,GON
WEST RIDGE,CASES 2001 MALE 15-44,29,2001,MALE,GON
UPTOWN,CASES 2001 MALE 15-44,152,2001,MALE,GON
LINCOLN SQUARE,CASES 2001 MALE 15-44,18,2001,MALE,GON
NORTH CENTER,CASES 2001 MALE 15-44,12,2001,MALE,GON
LAKE VIEW,CASES 2001 MALE 15-44,88,2001,MALE,GON
LINCOLN PARK,CASES 2001 MALE 15-44,22,2001,MALE,GON
NEAR NORTH SIDE,CASES 2001 MALE 15-44,78,2001,MALE,GON
EDISON PARK,CASES 2001 MALE 15-44,0,2001,MALE,GON
NORWOOD PARK,CASES 2001 MALE 15-44,5,2001,MALE,GON
JEFFERSON PARK,CASES 2001 MALE 15-44,0,2001,MALE,GON
FOREST GLEN,CASES 2001 MALE 15-44,0,2001,MALE,GON
NORTH PARK,CASES 2001 MALE 15-44,0,2001,MALE,GON
ALBANY PARK,CASES 2001 MALE 15-44,17,2001,MALE,GON
PORTAGE PARK,CASES 2001 MALE 15-44,10,2001,MALE,GON
IRVING PARK,CASES 2001 MALE 15-44,19,2001,MALE,GON
DUNNING,CASES 2001 MALE 15-44,0,2001,MALE,GON
MONTCLAIRE,CASES 2001 MALE 15-44,0,2001,MALE,GON
BELMONT CRAGIN,CASES 2001 MALE 15-44,25,2001,MALE,GON
HERMOSA,CASES 2001 MALE 15-44,6,2001,MALE,GON
AVONDALE,CASES 2001 MALE 15-44,9,2001,MALE,GON
LOGAN SQUARE,CASES 2001 MALE 15-44,43,2001,MALE,GON
HUMBOLDT PARK,CASES 2001 MALE 15-44,186,2001,MALE,GON
WEST TOWN,CASES 2001 MALE 15-44,78,2001,MALE,GON
AUSTIN,CASES 2001 MALE 15-44,602,2001,MALE,GON
WEST GARFIELD PARK,CASES 2001 MALE 15-44,128,2001,MALE,GON
EAST GARFIELD PARK,CASES 2001 MALE 15-44,146,2001,MALE,GON
NEAR WEST SIDE,CASES 2001 MALE 15-44,128,2001,MALE,GON
NORTH LAWNDALE,CASES 2001 MALE 15-44,249,2001,MALE,GON
SOUTH LAWNDALE,CASES 2001 MALE 15-44,51,2001,MALE,GON
LOWER WEST SIDE,CASES 2001 MALE 15-44,17,2001,MALE,GON
LOOP,CASES 2001 MALE 15-44,22,2001,MALE,GON
NEAR SOUTH SIDE,CASES 2001 MALE 15-44,36,2001,MALE,GON
ARMOUR SQUARE,CASES 2001 MALE 15-44,20,2001,MALE,GON
DOUGLAS,CASES 2001 MALE 15-44,144,2001,MALE,GON
OAKLAND,CASES 2001 MALE 15-44,47,2001,MALE,GON
FULLER PARK,CASES 2001 MALE 15-44,18,2001,MALE,GON
GRAND BOULEVARD,CASES 2001 MALE 15-44,168,2001,MALE,GON
KENWOOD,CASES 2001 MALE 15-44,39,2001,MALE,GON
WASHINGTON PARK,CASES 2001 MALE 15-44,105,2001,MALE,GON
HYDE PARK,CASES 2001 MALE 15-44,34,2001,MALE,GON
WOODLAWN,CASES 2001 MALE 15-44,132,2001,MALE,GON
SOUTH SHORE,CASES 2001 MALE 15-44,269,2001,MALE,GON
CHATHAM,CASES 2001 MALE 15-44,133,2001,MALE,GON
AVALON PARK,CASES 2001 MALE 15-44,44,2001,MALE,GON
SOUTH CHICAGO,CASES 2001 MALE 15-44,116,2001,MALE,GON
BURNSIDE,CASES 2001 MALE 15-44,22,2001,MALE,GON
CALUMET HEIGHTS,CASES 2001 MALE 15-44,48,2001,MALE,GON
ROSELAND,CASES 2001 MALE 15-44,307,2001,MALE,GON
PULLMAN,CASES 2001 MALE 15-44,29,2001,MALE,GON
SOUTH DEERING,CASES 2001 MALE 15-44,57,2001,MALE,GON
EAST SIDE,CASES 2001 MALE 15-44,7,2001,MALE,GON
WEST PULLMAN,CASES 2001 MALE 15-44,204,2001,MALE,GON
RIVERDALE,CASES 2001 MALE 15-44,22,2001,MALE,GON
HEGEWISCH,CASES 2001 MALE 15-44,0,2001,MALE,GON
GARFIELD RIDGE,CASES 2001 MALE 15-44,18,2001,MALE,GON
ARCHER HEIGHTS,CASES 2001 MALE 15-44,0,2001,MALE,GON
BRIGHTON PARK,CASES 2001 MALE 15-44,11,2001,MALE,GON
MCKINLEY PARK,CASES 2001 MALE 15-44,0,2001,MALE,GON
BRIDGEPORT,CASES 2001 MALE 15-44,9,2001,MALE,GON
NEW CITY,CASES 2001 MALE 15-44,171,2001,MALE,GON
WEST ELSDON,CASES 2001 MALE 15-44,0,2001,MALE,GON
GAGE PARK,CASES 2001 MALE 15-44,30,2001,MALE,GON
CLEARING,CASES 2001 MALE 15-44,0,2001,MALE,GON
WEST LAWN,CASES 2001 MALE 15-44,7,2001,MALE,GON
CHICAGO LAWN,CASES 2001 MALE 15-44,219,2001,MALE,GON
WEST ENGLEWOOD,CASES 2001 MALE 15-44,313,2001,MALE,GON
ENGLEWOOD,CASES 2001 MALE 15-44,339,2001,MALE,GON
GREATER GRAND CROSSING,CASES 2001 MALE 15-44,179,2001,MALE,GON
ASHBURN,CASES 2001 MALE 15-44,58,2001,MALE,GON
AUBURN GRESHAM,CASES 2001 MALE 15-44,289,2001,MALE,GON
BEVERLY,CASES 2001 MALE 15-44,28,2001,MALE,GON
WASHINGTON HEIGHTS,CASES 2001 MALE 15-44,117,2001,MALE,GON
MOUNT GREENWOOD,CASES 2001 MALE 15-44,0,2001,MALE,GON
MORGAN PARK,CASES 2001 MALE 15-44,58,2001,MALE,GON
O'HARE,CASES 2001 MALE 15-44,0,2001,MALE,GON
EDGEWATER,CASES 2001 MALE 15-44,72,2001,MALE,GON
ROGERS PARK,CASES 2001 MALE 15-44,125,2001,MALE,GON
WEST RIDGE,CASES 2002 MALE 15-44,27,2002,MALE,GON
UPTOWN,CASES 2002 MALE 15-44,119,2002,MALE,GON
LINCOLN SQUARE,CASES 2002 MALE 15-44,11,2002,MALE,GON
NORTH CENTER,CASES 2002 MALE 15-44,16,2002,MALE,GON
LAKE VIEW,CASES 2002 MALE 15-44,85,2002,MALE,GON
LINCOLN PARK,CASES 2002 MALE 15-44,30,2002,MALE,GON
NEAR NORTH SIDE,CASES 2002 MALE 15-44,82,2002,MALE,GON
EDISON PARK,CASES 2002 MALE 15-44,0,2002,MALE,GON
NORWOOD PARK,CASES 2002 MALE 15-44,0,2002,MALE,GON
JEFFERSON PARK,CASES 2002 MALE 15-44,5,2002,MALE,GON
FOREST GLEN,CASES 2002 MALE 15-44,0,2002,MALE,GON
NORTH PARK,CASES 2002 MALE 15-44,0,2002,MALE,GON
ALBANY PARK,CASES 2002 MALE 15-44,19,2002,MALE,GON
PORTAGE PARK,CASES 2002 MALE 15-44,13,2002,MALE,GON
IRVING PARK,CASES 2002 MALE 15-44,16,2002,MALE,GON
DUNNING,CASES 2002 MALE 15-44,0,2002,MALE,GON
MONTCLAIRE,CASES 2002 MALE 15-44,0,2002,MALE,GON
BELMONT CRAGIN,CASES 2002 MALE 15-44,33,2002,MALE,GON
HERMOSA,CASES 2002 MALE 15-44,10,2002,MALE,GON
AVONDALE,CASES 2002 MALE 15-44,15,2002,MALE,GON
LOGAN SQUARE,CASES 2002 MALE 15-44,48,2002,MALE,GON
HUMBOLDT PARK,CASES 2002 MALE 15-44,218,2002,MALE,GON
WEST TOWN,CASES 2002 MALE 15-44,92,2002,MALE,GON
AUSTIN,CASES 2002 MALE 15-44,605,2002,MALE,GON
WEST GARFIELD PARK,CASES 2002 MALE 15-44,128,2002,MALE,GON
EAST GARFIELD PARK,CASES 2002 MALE 15-44,137,2002,MALE,GON
NEAR WEST SIDE,CASES 2002 MALE 15-44,138,2002,MALE,GON
NORTH LAWNDALE,CASES 2002 MALE 15-44,224,2002,MALE,GON
SOUTH LAWNDALE,CASES 2002 MALE 15-44,40,2002,MALE,GON
LOWER WEST SIDE,CASES 2002 MALE 15-44,20,2002,MALE,GON
LOOP,CASES 2002 MALE 15-44,20,2002,MALE,GON
NEAR SOUTH SIDE,CASES 2002 MALE 15-44,35,2002,MALE,GON
ARMOUR SQUARE,CASES 2002 MALE 15-44,20,2002,MALE,GON
DOUGLAS,CASES 2002 MALE 15-44,85,2002,MALE,GON
OAKLAND,CASES 2002 MALE 15-44,25,2002,MALE,GON
FULLER PARK,CASES 2002 MALE 15-44,33,2002,MALE,GON
GRAND BOULEVARD,CASES 2002 MALE 15-44,116,2002,MALE,GON
KENWOOD,CASES 2002 MALE 15-44,53,2002,MALE,GON
WASHINGTON PARK,CASES 2002 MALE 15-44,107,2002,MALE,GON
HYDE PARK,CASES 2002 MALE 15-44,33,2002,MALE,GON
WOODLAWN,CASES 2002 MALE 15-44,163,2002,MALE,GON
SOUTH SHORE,CASES 2002 MALE 15-44,216,2002,MALE,GON
CHATHAM,CASES 2002 MALE 15-44,114,2002,MALE,GON
AVALON PARK,CASES 2002 MALE 15-44,33,2002,MALE,GON
SOUTH CHICAGO,CASES 2002 MALE 15-44,110,2002,MALE,GON
BURNSIDE,CASES 2002 MALE 15-44,30,2002,MALE,GON
CALUMET HEIGHTS,CASES 2002 MALE 15-44,42,2002,MALE,GON
ROSELAND,CASES 2002 MALE 15-44,269,2002,MALE,GON
PULLMAN,CASES 2002 MALE 15-44,23,2002,MALE,GON
SOUTH DEERING,CASES 2002 MALE 15-44,37,2002,MALE,GON
EAST SIDE,CASES 2002 MALE 15-44,0,2002,MALE,GON
WEST PULLMAN,CASES 2002 MALE 15-44,183,2002,MALE,GON
RIVERDALE,CASES 2002 MALE 15-44,47,2002,MALE,GON
HEGEWISCH,CASES 2002 MALE 15-44,0,2002,MALE,GON
GARFIELD RIDGE,CASES 2002 MALE 15-44,17,2002,MALE,GON
ARCHER HEIGHTS,CASES 2002 MALE 15-44,0,2002,MALE,GON
BRIGHTON PARK,CASES 2002 MALE 15-44,16,2002,MALE,GON
MCKINLEY PARK,CASES 2002 MALE 15-44,6,2002,MALE,GON
BRIDGEPORT,CASES 2002 MALE 15-44,14,2002,MALE,GON
NEW CITY,CASES 2002 MALE 15-44,163,2002,MALE,GON
WEST ELSDON,CASES 2002 MALE 15-44,5,2002,MALE,GON
GAGE PARK,CASES 2002 MALE 15-44,21,2002,MALE,GON
CLEARING,CASES 2002 MALE 15-44,0,2002,MALE,GON
WEST LAWN,CASES 2002 MALE 15-44,12,2002,MALE,GON
CHICAGO LAWN,CASES 2002 MALE 15-44,180,2002,MALE,GON
WEST ENGLEWOOD,CASES 2002 MALE 15-44,349,2002,MALE,GON
ENGLEWOOD,CASES 2002 MALE 15-44,267,2002,MALE,GON
GREATER GRAND CROSSING,CASES 2002 MALE 15-44,189,2002,MALE,GON
ASHBURN,CASES 2002 MALE 15-44,48,2002,MALE,GON
AUBURN GRESHAM,CASES 2002 MALE 15-44,335,2002,MALE,GON
BEVERLY,CASES 2002 MALE 15-44,21,2002,MALE,GON
WASHINGTON HEIGHTS,CASES 2002 MALE 15-44,128,2002,MALE,GON
MOUNT GREENWOOD,CASES 2002 MALE 15-44,0,2002,MALE,GON
MORGAN PARK,CASES 2002 MALE 15-44,63,2002,MALE,GON
O'HARE,CASES 2002 MALE 15-44,0,2002,MALE,GON
EDGEWATER,CASES 2002 MALE 15-44,79,2002,MALE,GON
ROGERS PARK,CASES 2002 MALE 15-44,83,2002,MALE,GON
WEST RIDGE,CASES 2002 MALE 15-44,22,2002,MALE,GON
UPTOWN,CASES 2003 MALE 15-44,97,2003,MALE,GON
LINCOLN SQUARE,CASES 2003 MALE 15-44,6,2003,MALE,GON
NORTH CENTER,CASES 2003 MALE 15-44,19,2003,MALE,GON
LAKE VIEW,CASES 2003 MALE 15-44,122,2003,MALE,GON
LINCOLN PARK,CASES 2003 MALE 15-44,24,2003,MALE,GON
NEAR NORTH SIDE,CASES 2003 MALE 15-44,84,2003,MALE,GON
EDISON PARK,CASES 2003 MALE 15-44,0,2003,MALE,GON
NORWOOD PARK,CASES 2003 MALE 15-44,0,2003,MALE,GON
JEFFERSON PARK,CASES 2003 MALE 15-44,0,2003,MALE,GON
FOREST GLEN,CASES 2003 MALE 15-44,0,2003,MALE,GON
NORTH PARK,CASES 2003 MALE 15-44,6,2003,MALE,GON
ALBANY PARK,CASES 2003 MALE 15-44,10,2003,MALE,GON
PORTAGE PARK,CASES 2003 MALE 15-44,11,2003,MALE,GON
IRVING PARK,CASES 2003 MALE 15-44,10,2003,MALE,GON
DUNNING,CASES 2003 MALE 15-44,0,2003,MALE,GON
MONTCLAIRE,CASES 2003 MALE 15-44,5,2003,MALE,GON
BELMONT CRAGIN,CASES 2003 MALE 15-44,23,2003,MALE,GON
HERMOSA,CASES 2003 MALE 15-44,13,2003,MALE,GON
AVONDALE,CASES 2003 MALE 15-44,6,2003,MALE,GON
LOGAN SQUARE,CASES 2003 MALE 15-44,38,2003,MALE,GON
HUMBOLDT PARK,CASES 2003 MALE 15-44,171,2003,MALE,GON
WEST TOWN,CASES 2003 MALE 15-44,63,2003,MALE,GON
AUSTIN,CASES 2003 MALE 15-44,442,2003,MALE,GON
WEST GARFIELD PARK,CASES 2003 MALE 15-44,93,2003,MALE,GON
EAST GARFIELD PARK,CASES 2003 MALE 15-44,126,2003,MALE,GON
NEAR WEST SIDE,CASES 2003 MALE 15-44,118,2003,MALE,GON
NORTH LAWNDALE,CASES 2003 MALE 15-44,179,2003,MALE,GON
SOUTH LAWNDALE,CASES 2003 MALE 15-44,30,2003,MALE,GON
LOWER WEST SIDE,CASES 2003 MALE 15-44,26,2003,MALE,GON
